county,precinct,office,district,party,candidate,votes,early_votes,mail_votes,poll_votes,provisional_votes
La Plata,3065934008,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934009,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934010,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934011,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934012,President,,ATP,Merlin Miller,1,0,1,0,0
La Plata,3065934013,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934014,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934015,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934016,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934017,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934018,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934019,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934020,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934021,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934022,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934023,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934024,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934025,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934026,President,,ATP,Merlin Miller,1,0,1,0,0
La Plata,3065934027,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934028,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934029,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,3065934030,President,,ATP,Merlin Miller,0,0,0,0,0
La Plata,Totals,President,,ATP,Merlin Miller,3,1,2,0,0
La Plata,3065934001,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934002,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934003,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934004,President,,UNA,Jill Reed,1,0,0,1,0
La Plata,3065934005,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934006,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934007,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934008,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934009,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934010,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934011,President,,UNA,Jill Reed,2,0,1,1,0
La Plata,3065934012,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934013,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934014,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934015,President,,UNA,Jill Reed,1,0,0,1,0
La Plata,3065934016,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934017,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934018,President,,UNA,Jill Reed,3,0,2,1,0
La Plata,3065934019,President,,UNA,Jill Reed,3,1,0,2,0
La Plata,3065934020,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934021,President,,UNA,Jill Reed,1,0,0,1,0
La Plata,3065934022,President,,UNA,Jill Reed,1,0,0,1,0
La Plata,3065934023,President,,UNA,Jill Reed,1,0,0,1,0
La Plata,3065934024,President,,UNA,Jill Reed,1,1,0,0,0
La Plata,3065934025,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934026,President,,UNA,Jill Reed,3,0,3,0,0
La Plata,3065934027,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934028,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934029,President,,UNA,Jill Reed,0,0,0,0,0
La Plata,3065934030,President,,UNA,Jill Reed,4,0,4,0,0
La Plata,Totals,President,,UNA,Jill Reed,21,2,10,9,0
La Plata,3065934001,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934002,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934003,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934004,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934005,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934006,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934007,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934008,President,,OBJ,Thomas Stevens,1,0,0,1,0
La Plata,3065934009,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934010,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934011,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934012,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934013,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934014,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934015,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934016,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934017,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934018,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934019,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934020,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934021,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934022,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934023,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934024,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934025,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934026,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934027,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934028,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934029,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,3065934030,President,,OBJ,Thomas Stevens,0,0,0,0,0
La Plata,Totals,President,,OBJ,Thomas Stevens,1,0,0,1,0
La Plata,3065934001,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934002,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934003,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934004,President,,WTP,Sheila Tittle,1,0,0,1,0
La Plata,3065934005,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934006,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934007,President,,WTP,Sheila Tittle,1,0,1,0,0
La Plata,3065934008,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934009,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934010,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934011,President,,WTP,Sheila Tittle,1,0,1,0,0
La Plata,3065934012,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934013,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934014,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934015,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934016,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934017,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934018,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934019,President,,WTP,Sheila Tittle,1,1,0,0,0
La Plata,3065934020,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934021,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934022,President,,WTP,Sheila Tittle,2,0,2,0,0
La Plata,3065934023,President,,WTP,Sheila Tittle,1,0,1,0,0
La Plata,3065934024,President,,WTP,Sheila Tittle,1,1,0,0,0
La Plata,3065934025,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934026,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934027,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934028,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934029,President,,WTP,Sheila Tittle,0,0,0,0,0
La Plata,3065934030,President,,WTP,Sheila Tittle,1,0,0,1,0
La Plata,Totals,President,,WTP,Sheila Tittle,9,2,5,2,0
La Plata,3065934001,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934002,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934003,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934004,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934005,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934006,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934007,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934008,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934009,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934010,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934011,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934012,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934013,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934014,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934015,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934016,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934017,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934018,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934019,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934020,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934021,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934022,President,,SEP,Jerry White,1,0,1,0,0
La Plata,3065934023,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934024,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934025,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934026,President,,SEP,Jerry White,1,0,1,0,0
La Plata,3065934027,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934028,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934029,President,,SEP,Jerry White,0,0,0,0,0
La Plata,3065934030,President,,SEP,Jerry White,0,0,0,0,0
La Plata,Totals,President,,SEP,Jerry White,2,0,2,0,0
La Plata,3065934001,President,,,Write-in,8,2,4,2,0
La Plata,3065934002,President,,,Write-in,0,0,0,0,0
La Plata,3065934003,President,,,Write-in,2,0,0,1,1
La Plata,3065934004,President,,,Write-in,2,0,2,0,0
La Plata,3065934005,President,,,Write-in,2,0,1,1,0
La Plata,3065934006,President,,,Write-in,3,0,3,0,0
La Plata,3065934007,President,,,Write-in,7,1,3,3,0
La Plata,3065934008,President,,,Write-in,5,0,2,3,0
La Plata,3065934009,President,,,Write-in,3,0,2,0,1
La Plata,3065934010,President,,,Write-in,1,0,1,0,0
La Plata,3065934011,President,,,Write-in,6,1,4,1,0
La Plata,3065934012,President,,,Write-in,5,0,0,5,0
La Plata,3065934013,President,,,Write-in,9,0,8,1,0
La Plata,3065934014,President,,,Write-in,9,0,6,3,0
La Plata,3065934015,President,,,Write-in,2,0,2,0,0
La Plata,3065934016,President,,,Write-in,2,0,0,2,0
La Plata,3065934017,President,,,Write-in,1,0,0,1,0
La Plata,3065934018,President,,,Write-in,3,0,1,2,0
La Plata,3065934019,President,,,Write-in,7,1,2,4,0
La Plata,3065934020,President,,,Write-in,4,1,0,3,0
La Plata,3065934021,President,,,Write-in,2,1,1,0,0
La Plata,3065934022,President,,,Write-in,8,0,5,3,0
La Plata,3065934023,President,,,Write-in,1,1,0,0,0
La Plata,3065934024,President,,,Write-in,0,0,0,0,0
La Plata,3065934025,President,,,Write-in,2,0,1,1,0
La Plata,3065934026,President,,,Write-in,10,1,9,0,0
La Plata,3065934027,President,,,Write-in,0,0,0,0,0
La Plata,3065934028,President,,,Write-in,7,0,3,4,0
La Plata,3065934029,President,,,Write-in,3,0,2,1,0
La Plata,3065934030,President,,,Write-in,10,0,8,2,0
La Plata,Totals,President,,,Write-in,124,9,70,43,2
La Plata,3065934001,U.S. House,3,D,Sal Pace,571,48,352,146,25
La Plata,3065934002,U.S. House,3,D,Sal Pace,451,57,299,86,9
La Plata,3065934003,U.S. House,3,D,Sal Pace,234,35,146,47,6
La Plata,3065934004,U.S. House,3,D,Sal Pace,574,68,408,88,10
La Plata,3065934005,U.S. House,3,D,Sal Pace,494,51,370,72,1
La Plata,3065934006,U.S. House,3,D,Sal Pace,507,75,348,74,10
La Plata,3065934007,U.S. House,3,D,Sal Pace,623,75,444,90,14
La Plata,3065934008,U.S. House,3,D,Sal Pace,657,77,452,118,10
La Plata,3065934009,U.S. House,3,D,Sal Pace,423,32,310,73,8
La Plata,3065934010,U.S. House,3,D,Sal Pace,407,47,285,72,3
La Plata,3065934011,U.S. House,3,D,Sal Pace,407,59,247,98,3
La Plata,3065934012,U.S. House,3,D,Sal Pace,443,60,248,123,12
La Plata,3065934013,U.S. House,3,D,Sal Pace,706,76,509,107,14
La Plata,3065934014,U.S. House,3,D,Sal Pace,528,48,343,125,12
La Plata,3065934015,U.S. House,3,D,Sal Pace,134,16,71,39,8
La Plata,3065934016,U.S. House,3,D,Sal Pace,303,43,207,44,9
La Plata,3065934017,U.S. House,3,D,Sal Pace,729,102,509,105,13
La Plata,3065934018,U.S. House,3,D,Sal Pace,531,74,370,76,11
La Plata,3065934019,U.S. House,3,D,Sal Pace,439,92,279,60,8
La Plata,3065934020,U.S. House,3,D,Sal Pace,326,97,181,43,5
La Plata,3065934021,U.S. House,3,D,Sal Pace,380,60,219,92,9
La Plata,3065934022,U.S. House,3,D,Sal Pace,631,63,440,117,11
La Plata,3065934023,U.S. House,3,D,Sal Pace,317,52,184,71,10
La Plata,3065934024,U.S. House,3,D,Sal Pace,372,33,177,150,12
La Plata,3065934025,U.S. House,3,D,Sal Pace,97,13,54,27,3
La Plata,3065934026,U.S. House,3,D,Sal Pace,622,124,406,76,16
La Plata,3065934027,U.S. House,3,D,Sal Pace,186,19,129,31,71
La Plata,3065934028,U.S. House,3,D,Sal Pace,453,85,297,62,9
La Plata,3065934029,U.S. House,3,D,Sal Pace,446,39,310,88,9
La Plata,3065934030,U.S. House,3,D,Sal Pace,947,118,589,208,32
La Plata,Totals,U.S. House,3,D,Sal Pace,13938,1838,9183,2608,309
La Plata,3065934001,U.S. House,3,R,Scott Tipton,110,12,57,38,3
La Plata,3065934002,U.S. House,3,R,Scott Tipton,108,11,66,31,0
La Plata,3065934003,U.S. House,3,R,Scott Tipton,99,11,71,17,0
La Plata,3065934004,U.S. House,3,R,Scott Tipton,259,29,170,55,5
La Plata,3065934005,U.S. House,3,R,Scott Tipton,253,35,164,53,1
La Plata,3065934006,U.S. House,3,R,Scott Tipton,235,34,162,37,2
La Plata,3065934007,U.S. House,3,R,Scott Tipton,251,28,168,50,5
La Plata,3065934008,U.S. House,3,R,Scott Tipton,266,36,170,55,5
La Plata,3065934009,U.S. House,3,R,Scott Tipton,234,19,167,44,4
La Plata,3065934010,U.S. House,3,R,Scott Tipton,119,12,73,27,7
La Plata,3065934011,U.S. House,3,R,Scott Tipton,682,69,379,224,10
La Plata,3065934012,U.S. House,3,R,Scott Tipton,492,62,298,122,10
La Plata,3065934013,U.S. House,3,R,Scott Tipton,564,56,375,120,13
La Plata,3065934014,U.S. House,3,R,Scott Tipton,475,59,263,149,4
La Plata,3065934015,U.S. House,3,R,Scott Tipton,280,44,124,106,6
La Plata,3065934016,U.S. House,3,R,Scott Tipton,313,44,205,56,8
La Plata,3065934017,U.S. House,3,R,Scott Tipton,617,80,401,133,3
La Plata,3065934018,U.S. House,3,R,Scott Tipton,538,93,315,125,5
La Plata,3065934019,U.S. House,3,R,Scott Tipton,821,194,489,127,11
La Plata,3065934020,U.S. House,3,R,Scott Tipton,614,163,326,111,14
La Plata,3065934021,U.S. House,3,R,Scott Tipton,642,86,370,173,13
La Plata,3065934022,U.S. House,3,R,Scott Tipton,892,122,528,231,11
La Plata,3065934023,U.S. House,3,R,Scott Tipton,759,113,379,253,14
La Plata,3065934024,U.S. House,3,R,Scott Tipton,345,39,161,135,10
La Plata,3065934025,U.S. House,3,R,Scott Tipton,272,42,138,89,3
La Plata,3065934026,U.S. House,3,R,Scott Tipton,999,239,543,197,20
La Plata,3065934027,U.S. House,3,R,Scott Tipton,154,18,99,37,0
La Plata,3065934028,U.S. House,3,R,Scott Tipton,436,50,270,108,8
La Plata,3065934029,U.S. House,3,R,Scott Tipton,505,70,326,104,5
La Plata,3065934030,U.S. House,3,R,Scott Tipton,562,63,343,138,18
La Plata,Totals,U.S. House,3,R,Scott Tipton,12896,1933,7600,3145,218
La Plata,3065934001,U.S. House,3,LBT,Gregory Gilman,42,4,18,13,7
La Plata,3065934002,U.S. House,3,LBT,Gregory Gilman,28,4,11,11,2
La Plata,3065934003,U.S. House,3,LBT,Gregory Gilman,15,1,5,9,0
La Plata,3065934004,U.S. House,3,LBT,Gregory Gilman,19,1,11,6,1
La Plata,3065934005,U.S. House,3,LBT,Gregory Gilman,16,3,7,5,1
La Plata,3065934006,U.S. House,3,LBT,Gregory Gilman,12,1,8,3,0
La Plata,3065934007,U.S. House,3,LBT,Gregory Gilman,30,4,19,6,1
La Plata,3065934008,U.S. House,3,LBT,Gregory Gilman,31,6,13,11,1
La Plata,3065934009,U.S. House,3,LBT,Gregory Gilman,16,2,7,3,4
La Plata,3065934010,U.S. House,3,LBT,Gregory Gilman,13,1,4,6,2
La Plata,3065934011,U.S. House,3,LBT,Gregory Gilman,36,5,19,9,3
La Plata,3065934012,U.S. House,3,LBT,Gregory Gilman,22,2,9,11,0
La Plata,3065934013,U.S. House,3,LBT,Gregory Gilman,34,6,13,12,3
La Plata,3065934014,U.S. House,3,LBT,Gregory Gilman,15,2,10,3,0
La Plata,3065934015,U.S. House,3,LBT,Gregory Gilman,12,2,4,6,0
La Plata,3065934016,U.S. House,3,LBT,Gregory Gilman,16,3,4,5,4
La Plata,3065934017,U.S. House,3,LBT,Gregory Gilman,52,7,22,18,5
La Plata,3065934018,U.S. House,3,LBT,Gregory Gilman,33,3,15,14,1
La Plata,3065934019,U.S. House,3,LBT,Gregory Gilman,34,8,17,8,1
La Plata,3065934020,U.S. House,3,LBT,Gregory Gilman,26,6,11,8,1
La Plata,3065934021,U.S. House,3,LBT,Gregory Gilman,20,1,9,10,0
La Plata,3065934022,U.S. House,3,LBT,Gregory Gilman,40,5,22,12,1
La Plata,3065934023,U.S. House,3,LBT,Gregory Gilman,36,2,14,20,0
La Plata,3065934024,U.S. House,3,LBT,Gregory Gilman,16,1,7,8,0
La Plata,3065934025,U.S. House,3,LBT,Gregory Gilman,9,0,3,6,0
La Plata,3065934026,U.S. House,3,LBT,Gregory Gilman,50,9,24,17,0
La Plata,3065934027,U.S. House,3,LBT,Gregory Gilman,15,3,6,6,0
La Plata,3065934028,U.S. House,3,LBT,Gregory Gilman,14,3,8,2,1
La Plata,3065934029,U.S. House,3,LBT,Gregory Gilman,22,1,9,11,1
La Plata,3065934030,U.S. House,3,LBT,Gregory Gilman,75,0,38,30,7
La Plata,Totals,U.S. House,3,LBT,Gregory Gilman,799,96,367,289,47
La Plata,3065934001,U.S. House,3,UNA,Tisha Casida,19,1,3,11,4
La Plata,3065934002,U.S. House,3,UNA,Tisha Casida,16,3,4,9,0
La Plata,3065934003,U.S. House,3,UNA,Tisha Casida,3,0,0,2,1
La Plata,3065934004,U.S. House,3,UNA,Tisha Casida,18,0,5,12,1
La Plata,3065934005,U.S. House,3,UNA,Tisha Casida,6,1,1,4,0
La Plata,3065934006,U.S. House,3,UNA,Tisha Casida,24,2,5,17,0
La Plata,3065934007,U.S. House,3,UNA,Tisha Casida,24,1,6,14,3
La Plata,3065934008,U.S. House,3,UNA,Tisha Casida,20,1,4,15,0
La Plata,3065934009,U.S. House,3,UNA,Tisha Casida,13,1,4,8,0
La Plata,3065934010,U.S. House,3,UNA,Tisha Casida,6,0,2,4,0
La Plata,3065934011,U.S. House,3,UNA,Tisha Casida,34,6,6,22,0
La Plata,3065934012,U.S. House,3,UNA,Tisha Casida,17,1,4,9,3
La Plata,3065934013,U.S. House,3,UNA,Tisha Casida,11,0,2,9,0
La Plata,3065934014,U.S. House,3,UNA,Tisha Casida,22,1,6,12,3
La Plata,3065934015,U.S. House,3,UNA,Tisha Casida,9,0,4,4,1
La Plata,3065934016,U.S. House,3,UNA,Tisha Casida,8,0,1,7,0
La Plata,3065934017,U.S. House,3,UNA,Tisha Casida,21,0,2,18,1
La Plata,3065934018,U.S. House,3,UNA,Tisha Casida,28,3,9,16,0
La Plata,3065934019,U.S. House,3,UNA,Tisha Casida,34,7,8,19,0
La Plata,3065934020,U.S. House,3,UNA,Tisha Casida,33,5,11,16,1
La Plata,3065934021,U.S. House,3,UNA,Tisha Casida,26,2,9,14,1
La Plata,3065934022,U.S. House,3,UNA,Tisha Casida,31,1,16,13,1
La Plata,3065934023,U.S. House,3,UNA,Tisha Casida,31,0,10,18,3
La Plata,3065934024,U.S. House,3,UNA,Tisha Casida,27,4,7,15,1
La Plata,3065934025,U.S. House,3,UNA,Tisha Casida,2,0,1,1,0
La Plata,3065934026,U.S. House,3,UNA,Tisha Casida,42,6,14,18,4
La Plata,3065934027,U.S. House,3,UNA,Tisha Casida,4,0,2,2,0
La Plata,3065934028,U.S. House,3,UNA,Tisha Casida,16,0,3,12,1
La Plata,3065934029,U.S. House,3,UNA,Tisha Casida,12,1,2,8,1
La Plata,3065934030,U.S. House,3,UNA,Tisha Casida,50,3,9,35,3
La Plata,Totals,U.S. House,3,UNA,Tisha Casida,607,50,160,364,33
La Plata,3065934001,U.S. House,3,,Write-in,1,0,1,0,0
La Plata,3065934002,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934003,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934004,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934005,U.S. House,3,,Write-in,1,1,0,0,0
La Plata,3065934006,U.S. House,3,,Write-in,1,0,1,0,0
La Plata,3065934007,U.S. House,3,,Write-in,1,0,1,0,0
La Plata,3065934008,U.S. House,3,,Write-in,2,0,1,1,0
La Plata,3065934009,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934010,U.S. House,3,,Write-in,1,0,0,1,0
La Plata,3065934011,U.S. House,3,,Write-in,1,0,0,1,0
La Plata,3065934012,U.S. House,3,,Write-in,2,0,2,0,0
La Plata,3065934013,U.S. House,3,,Write-in,5,0,3,2,0
La Plata,3065934014,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934015,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934016,U.S. House,3,,Write-in,1,0,0,1,0
La Plata,3065934017,U.S. House,3,,Write-in,2,1,0,1,0
La Plata,3065934018,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934019,U.S. House,3,,Write-in,3,1,2,0,0
La Plata,3065934020,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934021,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934022,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934023,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934024,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934025,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934026,U.S. House,3,,Write-in,3,1,2,0,0
La Plata,3065934027,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934028,U.S. House,3,,Write-in,1,0,0,1,0
La Plata,3065934029,U.S. House,3,,Write-in,0,0,0,0,0
La Plata,3065934030,U.S. House,3,,Write-in,1,0,0,1,0
La Plata,Totals,U.S. House,3,,Write-in,26,4,13,9,0
La Plata,3065934001,State House,59,DEM,Mike McLachlan,607,51,366,156,34
La Plata,3065934002,State House,59,DEM,Mike McLachlan,485,62,311,101,11
La Plata,3065934003,State House,59,DEM,Mike McLachlan,261,39,161,55,6
La Plata,3065934004,State House,59,DEM,Mike McLachlan,602,66,426,97,13
La Plata,3065934005,State House,59,DEM,Mike McLachlan,519,53,382,82,2
La Plata,3065934006,State House,59,DEM,Mike McLachlan,548,79,374,85,10
La Plata,3065934007,State House,59,DEM,Mike McLachlan,652,81,464,93,14
La Plata,3065934008,State House,59,DEM,Mike McLachlan,710,82,485,133,10
La Plata,3065934009,State House,59,DEM,Mike McLachlan,460,37,331,81,11
La Plata,3065934010,State House,59,DEM,Mike McLachlan,421,47,289,79,6
La Plata,3065934011,State House,59,DEM,Mike McLachlan,429,66,260,97,6
La Plata,3065934012,State House,59,DEM,Mike McLachlan,495,62,277,143,13
La Plata,3065934013,State House,59,DEM,Mike McLachlan,782,86,550,130,16
La Plata,3065934014,State House,59,DEM,Mike McLachlan,576,54,363,146,13
La Plata,3065934015,State House,59,DEM,Mike McLachlan,154,18,83,44,9
La Plata,3065934016,State House,59,DEM,Mike McLachlan,331,47,218,53,13
La Plata,3065934017,State House,59,DEM,Mike McLachlan,821,116,554,136,15
La Plata,3065934018,State House,59,DEM,Mike McLachlan,583,75,396,101,11
La Plata,3065934019,State House,59,DEM,Mike McLachlan,488,95,312,71,10
La Plata,3065934020,State House,59,DEM,Mike McLachlan,373,105,205,55,8
La Plata,3065934021,State House,59,DEM,Mike McLachlan,426,60,240,113,13
La Plata,3065934022,State House,59,DEM,Mike McLachlan,674,70,453,140,11
La Plata,3065934023,State House,59,DEM,Mike McLachlan,338,54,177,98,9
La Plata,3065934024,State House,59,DEM,Mike McLachlan,336,34,160,131,11
La Plata,3065934025,State House,59,DEM,Mike McLachlan,85,10,50,22,3
La Plata,3065934026,State House,59,DEM,Mike McLachlan,675,137,430,90,18
La Plata,3065934027,State House,59,DEM,Mike McLachlan,202,22,133,39,8
La Plata,3065934028,State House,59,DEM,Mike McLachlan,507,95,319,83,10
La Plata,3065934029,State House,59,DEM,Mike McLachlan,490,42,336,101,11
La Plata,3065934030,State House,59,DEM,Mike McLachlan,1082,125,665,251,41
La Plata,Totals,State House,59,DEM,Mike McLachlan,15112,1970,9770,3006,366
La Plata,3065934001,State House,59,REP,Paul Brown,126,14,67,40,5
La Plata,3065934002,State House,59,REP,Paul Brown,103,13,64,26,0
La Plata,3065934003,State House,59,REP,Paul Brown,89,9,61,18,1
La Plata,3065934004,State House,59,REP,Paul Brown,252,30,162,56,4
La Plata,3065934005,State House,59,REP,Paul Brown,239,38,153,47,1
La Plata,3065934006,State House,59,REP,Paul Brown,228,33,155,37,3
La Plata,3065934007,State House,59,REP,Paul Brown,262,29,166,57,10
La Plata,3065934008,State House,59,REP,Paul Brown,266,37,168,56,5
La Plata,3065934009,State House,59,REP,Paul Brown,214,18,149,42,5
La Plata,3065934010,State House,59,REP,Paul Brown,120,14,73,27,6
La Plata,3065934011,State House,59,REP,Paul Brown,730,73,401,246,10
La Plata,3065934012,State House,59,REP,Paul Brown,486,62,294,122,8
La Plata,3065934013,State House,59,REP,Paul Brown,524,53,346,109,16
La Plata,3065934014,State House,59,REP,Paul Brown,455,55,261,133,6
La Plata,3065934015,State House,59,REP,Paul Brown,280,44,120,110,6
La Plata,3065934016,State House,59,REP,Paul Brown,300,40,197,54,9
La Plata,3065934017,State House,59,REP,Paul Brown,591,74,388,124,5
La Plata,3065934018,State House,59,REP,Paul Brown,541,94,314,126,7
La Plata,3065934019,State House,59,REP,Paul Brown,851,209,495,136,11
La Plata,3065934020,State House,59,REP,Paul Brown,629,168,331,117,13
La Plata,3065934021,State House,59,REP,Paul Brown,648,86,368,184,10
La Plata,3065934022,State House,59,REP,Paul Brown,920,121,544,242,13
La Plata,3065934023,State House,59,REP,Paul Brown,822,112,420,268,22
