county,precinct,office,district,candidate,votes
Douglas,Precinct 306,District Court Judge - 18th Judicial District - McLean,,Yes,399
Douglas,Precinct 306,District Court Judge - 18th Judicial District - McLean,,No,255
Douglas,Precinct 306,District Court Judge - 18th Judicial District - McLean,,Total,654
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Michaelson,,Yes,370
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Michaelson,,No,276
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Michaelson,,Total,646
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Spear,,Yes,378
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Spear,,No,269
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Spear,,Total,647
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Whitaker,,Yes,390
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Whitaker,,No,257
Douglas,Precinct 306,District Court Judge - 18th Judicial District - Whitaker,,Total,647
Douglas,Precinct 306,Douglas County Court Judge - Bowling,,Yes,409
Douglas,Precinct 306,Douglas County Court Judge - Bowling,,No,246
Douglas,Precinct 306,Douglas County Court Judge - Bowling,,Total,655
Douglas,Precinct 306,Douglas County Court Judge - Gomez,,Yes,401
Douglas,Precinct 306,Douglas County Court Judge - Gomez,,No,258
Douglas,Precinct 306,Douglas County Court Judge - Gomez,,Total,659
Douglas,Precinct 306,Douglas County Court Judge - Meissner-Cutler,,Yes,423
Douglas,Precinct 306,Douglas County Court Judge - Meissner-Cutler,,No,236
Douglas,Precinct 306,Douglas County Court Judge - Meissner-Cutler,,Total,659
Douglas,Precinct 306,Amendment V (CONSTITUTIONAL),,Yes/For,186
Douglas,Precinct 306,Amendment V (CONSTITUTIONAL),,No/Against,677
Douglas,Precinct 306,Amendment V (CONSTITUTIONAL),,Total,863
Douglas,Precinct 306,Amendment W (CONSTITUTIONAL),,Yes/For,409
Douglas,Precinct 306,Amendment W (CONSTITUTIONAL),,No/Against,425
Douglas,Precinct 306,Amendment W (CONSTITUTIONAL),,Total,834
Douglas,Precinct 306,Amendment X (CONSTITUTIONAL),,Yes/For,486
Douglas,Precinct 306,Amendment X (CONSTITUTIONAL),,No/Against,339
Douglas,Precinct 306,Amendment X (CONSTITUTIONAL),,Total,825
Douglas,Precinct 306,Amendment Y (CONSTITUTIONAL),,Yes/For,547
Douglas,Precinct 306,Amendment Y (CONSTITUTIONAL),,No/Against,300
Douglas,Precinct 306,Amendment Y (CONSTITUTIONAL),,Total,847
Douglas,Precinct 306,Amendment Z (CONSTITUTIONAL),,Yes/For,550
Douglas,Precinct 306,Amendment Z (CONSTITUTIONAL),,No/Against,295
Douglas,Precinct 306,Amendment Z (CONSTITUTIONAL),,Total,845
Douglas,Precinct 306,Amendment A (CONSTITUTIONAL),,Yes/For,442
Douglas,Precinct 306,Amendment A (CONSTITUTIONAL),,No/Against,404
Douglas,Precinct 306,Amendment A (CONSTITUTIONAL),,Total,846
Douglas,Precinct 306,Amendment 73 (CONSTITUTIONAL),,Yes/For,209
Douglas,Precinct 306,Amendment 73 (CONSTITUTIONAL),,No/Against,648
Douglas,Precinct 306,Amendment 73 (CONSTITUTIONAL),,Total,857
Douglas,Precinct 306,Amendment 74 (CONSTITUTIONAL),,Yes/For,474
Douglas,Precinct 306,Amendment 74 (CONSTITUTIONAL),,No/Against,393
Douglas,Precinct 306,Amendment 74 (CONSTITUTIONAL),,Total,867
Douglas,Precinct 306,Amendment 75 (CONSTITUTIONAL),,Yes/For,294
Douglas,Precinct 306,Amendment 75 (CONSTITUTIONAL),,No/Against,555
Douglas,Precinct 306,Amendment 75 (CONSTITUTIONAL),,Total,849
Douglas,Precinct 306,Proposition 109 (STATUTORY),,Yes/For,389
Douglas,Precinct 306,Proposition 109 (STATUTORY),,No/Against,471
Douglas,Precinct 306,Proposition 109 (STATUTORY),,Total,860
Douglas,Precinct 306,Proposition 110 (STATUTORY),,Yes/For,245
Douglas,Precinct 306,Proposition 110 (STATUTORY),,No/Against,619
Douglas,Precinct 306,Proposition 110 (STATUTORY),,Total,864
Douglas,Precinct 306,Proposition 111 (STATUTORY),,Yes/For,559
Douglas,Precinct 306,Proposition 111 (STATUTORY),,No/Against,294
Douglas,Precinct 306,Proposition 111 (STATUTORY),,Total,853
Douglas,Precinct 306,Proposition 112 (STATUTORY),,Yes/For,301
Douglas,Precinct 306,Proposition 112 (STATUTORY),,No/Against,574
Douglas,Precinct 306,Proposition 112 (STATUTORY),,Total,875
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,326
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,541
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5A,,Total,867
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,298
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,567
Douglas,Precinct 306,Douglas County School District RE-1 Ballot Issue 5B,,Total,865
Douglas,Precinct 306,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,291
Douglas,Precinct 306,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,567
Douglas,Precinct 306,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,858
Douglas,Precinct 317,U.S. House,4,Karen McCormick,221
Douglas,Precinct 317,U.S. House,4,Ken Buck,479
Douglas,Precinct 317,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 317,U.S. House,4,Total,705
Douglas,Precinct 317,Governor,,Jar Pol / Dia Pri,210
Douglas,Precinct 317,Governor,,Wal Sta / Lang Sias,469
Douglas,Precinct 317,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 317,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 317,Governor,,Total,709
Douglas,Precinct 317,Secretary of State,,Wayne Williams,470
Douglas,Precinct 317,Secretary of State,,Jena Griswold,210
Douglas,Precinct 317,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 317,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 317,Secretary of State,,Total,696
Douglas,Precinct 317,State Treasurer,,Brian Watson,466
Douglas,Precinct 317,State Treasurer,,Dave Young,207
Douglas,Precinct 317,State Treasurer,,Gerald F. Kilpatrick,(< 25)
Douglas,Precinct 317,State Treasurer,,Total,692
Douglas,Precinct 317,Attorney General,,Phil Weiser,202
Douglas,Precinct 317,Attorney General,,George Brauchler,472
Douglas,Precinct 317,Attorney General,,Wil F. Robinson III,(< 25)
Douglas,Precinct 317,Attorney General,,Total,698
Douglas,Precinct 317,State Board of Education Member - Congressional District 4,,Tim Krug,197
Douglas,Precinct 317,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,469
Douglas,Precinct 317,State Board of Education Member - Congressional District 4,,Total,666
Douglas,Precinct 317,Regent of the University of Colorado - At Large,,Lesley Smith,191
Douglas,Precinct 317,Regent of the University of Colorado - At Large,,Ken Montera,450
Douglas,Precinct 317,Regent of the University of Colorado - At Large,,Chr E. Otwell,(< 25)
Douglas,Precinct 317,Regent of the University of Colorado - At Large,,James K. Treibert,29
Douglas,Precinct 317,Regent of the University of Colorado - At Large,,Total,675
Douglas,Precinct 317,State Representative,39,Mark Baisley,462
Douglas,Precinct 317,State Representative,39,Kamala Vanderkolk,200
Douglas,Precinct 317,State Representative,39,Tony Gross,28
Douglas,Precinct 317,State Representative,39,Total,690
Douglas,Precinct 317,Douglas County Commissioner - District 1,,Abe Laydon,473
Douglas,Precinct 317,Douglas County Commissioner - District 1,,Mary Lynch,202
Douglas,Precinct 317,Douglas County Commissioner - District 1,,Total,675
Douglas,Precinct 317,Douglas County Clerk and Recorder,,Merlin Klotz,471
Douglas,Precinct 317,Douglas County Clerk and Recorder,,Carol Johnson,209
Douglas,Precinct 317,Douglas County Clerk and Recorder,,Total,680
Douglas,Precinct 317,Douglas County Treasurer,,Dave Gill,471
Douglas,Precinct 317,Douglas County Treasurer,,Angie Hicks,205
Douglas,Precinct 317,Douglas County Treasurer,,Total,676
Douglas,Precinct 317,Douglas County Assessor,,Lisa Frizell,490
Douglas,Precinct 317,Douglas County Assessor,,Shenika Carter,187
Douglas,Precinct 317,Douglas County Assessor,,Total,677
Douglas,Precinct 317,Douglas County Sheriff,,Tony Spurlock,570
Douglas,Precinct 317,Douglas County Sheriff,,Total,570
Douglas,Precinct 317,Douglas County Surveyor,,Robert D. Snodgrass,563
Douglas,Precinct 317,Douglas County Surveyor,,Total,563
Douglas,Precinct 317,Douglas County Coroner,,Jill E. Romann,495
Douglas,Precinct 317,Douglas County Coroner,,Sydney Ludwick,174
Douglas,Precinct 317,Douglas County Coroner,,Total,669
Douglas,Precinct 317,Colorado Supreme Court Justice - Gabriel,,Yes,382
Douglas,Precinct 317,Colorado Supreme Court Justice - Gabriel,,No,181
Douglas,Precinct 317,Colorado Supreme Court Justice - Gabriel,,Total,563
Douglas,Precinct 317,Colorado Court of Appeals Judge - Dailey,,Yes,403
Douglas,Precinct 317,Colorado Court of Appeals Judge - Dailey,,No,155
Douglas,Precinct 317,Colorado Court of Appeals Judge - Dailey,,Total,558
Douglas,Precinct 317,Colorado Court of Appeals Judge - Freyre,,Yes,391
Douglas,Precinct 317,Colorado Court of Appeals Judge - Freyre,,No,171
Douglas,Precinct 317,Colorado Court of Appeals Judge - Freyre,,Total,562
Douglas,Precinct 317,Colorado Court of Appeals Judge - Harris,,Yes,302
Douglas,Precinct 317,Colorado Court of Appeals Judge - Harris,,No,256
Douglas,Precinct 317,Colorado Court of Appeals Judge - Harris,,Total,558
Douglas,Precinct 317,Colorado Court of Appeals Judge - Richman,,Yes,386
Douglas,Precinct 317,Colorado Court of Appeals Judge - Richman,,No,171
Douglas,Precinct 317,Colorado Court of Appeals Judge - Richman,,Total,557
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Douglass,,Yes,217
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Douglass,,No,340
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Douglass,,Total,557
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Herron,,Yes,381
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Herron,,No,168
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Herron,,Total,549
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Kramer,,Yes,366
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Kramer,,No,181
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Kramer,,Total,547
Douglas,Precinct 317,District Court Judge - 18th Judicial Distric - Leutwyler III,,Yes,374
Douglas,Precinct 317,District Court Judge - 18th Judicial Distric - Leutwyler III,,No,175
Douglas,Precinct 317,District Court Judge - 18th Judicial Distric - Leutwyler III,,Total,549
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Lung,,Yes,371
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Lung,,No,179
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Lung,,Total,550
Douglas,Precinct 317,District Court Judge - 18th Judicial District - McLean,,Yes,388
Douglas,Precinct 317,District Court Judge - 18th Judicial District - McLean,,No,163
Douglas,Precinct 317,District Court Judge - 18th Judicial District - McLean,,Total,551
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Michaelson,,Yes,357
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Michaelson,,No,191
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Michaelson,,Total,548
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Spear,,Yes,373
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Spear,,No,178
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Spear,,Total,551
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Whitaker,,Yes,386
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Whitaker,,No,166
Douglas,Precinct 317,District Court Judge - 18th Judicial District - Whitaker,,Total,552
Douglas,Precinct 317,Douglas County Court Judge - Bowling,,Yes,388
Douglas,Precinct 317,Douglas County Court Judge - Bowling,,No,162
Douglas,Precinct 317,Douglas County Court Judge - Bowling,,Total,550
Douglas,Precinct 317,Douglas County Court Judge - Gomez,,Yes,386
Douglas,Precinct 317,Douglas County Court Judge - Gomez,,No,168
Douglas,Precinct 317,Douglas County Court Judge - Gomez,,Total,554
Douglas,Precinct 317,Douglas County Court Judge - Meissner-Cutler,,Yes,394
Douglas,Precinct 317,Douglas County Court Judge - Meissner-Cutler,,No,157
Douglas,Precinct 317,Douglas County Court Judge - Meissner-Cutler,,Total,551
Douglas,Precinct 317,Amendment V (CONSTITUTIONAL),,Yes/For,169
Douglas,Precinct 317,Amendment V (CONSTITUTIONAL),,No/Against,531
Douglas,Precinct 317,Amendment V (CONSTITUTIONAL),,Total,700
Douglas,Precinct 317,Amendment W (CONSTITUTIONAL),,Yes/For,360
Douglas,Precinct 317,Amendment W (CONSTITUTIONAL),,No/Against,318
Douglas,Precinct 317,Amendment W (CONSTITUTIONAL),,Total,678
Douglas,Precinct 317,Amendment X (CONSTITUTIONAL),,Yes/For,402
Douglas,Precinct 317,Amendment X (CONSTITUTIONAL),,No/Against,275
Douglas,Precinct 317,Amendment X (CONSTITUTIONAL),,Total,677
Douglas,Precinct 317,Amendment Y (CONSTITUTIONAL),,Yes/For,480
Douglas,Precinct 317,Amendment Y (CONSTITUTIONAL),,No/Against,200
Douglas,Precinct 317,Amendment Y (CONSTITUTIONAL),,Total,680
Douglas,Precinct 317,Amendment Z (CONSTITUTIONAL),,Yes/For,483
Douglas,Precinct 317,Amendment Z (CONSTITUTIONAL),,No/Against,197
Douglas,Precinct 317,Amendment Z (CONSTITUTIONAL),,Total,680
Douglas,Precinct 317,Amendment A (CONSTITUTIONAL),,Yes/For,362
Douglas,Precinct 317,Amendment A (CONSTITUTIONAL),,No/Against,321
Douglas,Precinct 317,Amendment A (CONSTITUTIONAL),,Total,683
Douglas,Precinct 317,Amendment 73 (CONSTITUTIONAL),,Yes/For,195
Douglas,Precinct 317,Amendment 73 (CONSTITUTIONAL),,No/Against,496
Douglas,Precinct 317,Amendment 73 (CONSTITUTIONAL),,Total,691
Douglas,Precinct 317,Amendment 74 (CONSTITUTIONAL),,Yes/For,352
Douglas,Precinct 317,Amendment 74 (CONSTITUTIONAL),,No/Against,347
Douglas,Precinct 317,Amendment 74 (CONSTITUTIONAL),,Total,699
Douglas,Precinct 317,Amendment 75 (CONSTITUTIONAL),,Yes/For,261
Douglas,Precinct 317,Amendment 75 (CONSTITUTIONAL),,No/Against,424
Douglas,Precinct 317,Amendment 75 (CONSTITUTIONAL),,Total,685
Douglas,Precinct 317,Proposition 109 (STATUTORY),,Yes/For,314
Douglas,Precinct 317,Proposition 109 (STATUTORY),,No/Against,375
Douglas,Precinct 317,Proposition 109 (STATUTORY),,Total,689
Douglas,Precinct 317,Proposition 110 (STATUTORY),,Yes/For,215
Douglas,Precinct 317,Proposition 110 (STATUTORY),,No/Against,476
Douglas,Precinct 317,Proposition 110 (STATUTORY),,Total,691
Douglas,Precinct 317,Proposition 111 (STATUTORY),,Yes/For,457
Douglas,Precinct 317,Proposition 111 (STATUTORY),,No/Against,229
Douglas,Precinct 317,Proposition 111 (STATUTORY),,Total,686
Douglas,Precinct 317,Proposition 112 (STATUTORY),,Yes/For,224
Douglas,Precinct 317,Proposition 112 (STATUTORY),,No/Against,479
Douglas,Precinct 317,Proposition 112 (STATUTORY),,Total,703
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5A,,Yes/For,276
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5A,,No/Against,423
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5A,,Total,699
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5B,,Yes/For,266
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5B,,No/Against,438
Douglas,Precinct 317,Douglas County School District RE-1 Ballot Issue 5B,,Total,704
Douglas,Precinct 317,Urban Drainage and Flood Control District Ballot Issue 7G,,Yes/For,276
Douglas,Precinct 317,Urban Drainage and Flood Control District Ballot Issue 7G,,No/Against,424
Douglas,Precinct 317,Urban Drainage and Flood Control District Ballot Issue 7G,,Total,700
Douglas,Precinct 332,U.S. House,4,Karen McCormick,338
Douglas,Precinct 332,U.S. House,4,Ken Buck,790
Douglas,Precinct 332,U.S. House,4,Write-in,(< 25)
Douglas,Precinct 332,U.S. House,4,Total,1130
Douglas,Precinct 332,Governor,,Jar Pol / Dia Pri,326
Douglas,Precinct 332,Governor,,Wal Sta / Lang Sias,784
Douglas,Precinct 332,Governor,,Bil Ham / Eri Bod,(< 25)
Douglas,Precinct 332,Governor,,Sco Hel / Mic Poague,(< 25)
Douglas,Precinct 332,Governor,,Total,1140
Douglas,Precinct 332,Secretary of State,,Wayne Williams,776
Douglas,Precinct 332,Secretary of State,,Jena Griswold,325
Douglas,Precinct 332,Secretary of State,,Amanda Campbell,(< 25)
Douglas,Precinct 332,Secretary of State,,Blake Huber,(< 25)
Douglas,Precinct 332,Secretary of State,,Total,1130
Douglas,Precinct 332,State Treasurer,,Brian Watson,786
Douglas,Precinct 332,State Treasurer,,Dave Young,305
Douglas,Precinct 332,State Treasurer,,Gerald F. Kilpatrick,28
Douglas,Precinct 332,State Treasurer,,Total,1119
Douglas,Precinct 332,Attorney General,,Phil Weiser,311
Douglas,Precinct 332,Attorney General,,George Brauchler,790
Douglas,Precinct 332,Attorney General,,Wil F. Robinson III,27
Douglas,Precinct 332,Attorney General,,Total,1128
Douglas,Precinct 332,State Board of Education Member - Congressional District 4,,Tim Krug,320
Douglas,Precinct 332,State Board of Education Member - Congressional District 4,,Debora L. Scheffel,772
Douglas,Precinct 332,State Board of Education Member - Congressional District 4,,Total,1092
Douglas,Precinct 332,Regent of the University of Colorado - At Large,,Lesley Smith,302
